feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
1.075540711841617,1.3774380279399825,2.9031443821980023,-0.010153428778817752,-2.352892284177065,-1.5255353624602697,3.600468208451766,-0.6519819844404311,1.4999542760778184,0.025414094336195125,-1.0245779462713414,0.7272366957804737,1.3621795046637444,-0.9355574426350528,1.519705600210413,-0.7769817045942499,1.9811819007018856,-0.2558335173402485,0.8213831031934434,0.840094262207628,0
1.284020056319056,5.424091839786521,-0.06964926795770476,2.3059611275968805,1.8517031522562282,1.2142535215415822,5.923839880480063,-4.411515961298584,3.5057444537794544,-4.55415320927801,-1.5322944697697047,1.0042523908275922,-1.570207526877482,-2.9417727443898665,-3.294181435020728,1.3470491964839315,3.10346652248841,-3.6690883955837723,-3.471530220972288,4.790965798826425,0
-0.12940811886513304,3.523379975775808,-0.2990403982508174,-1.7201363829698035,2.3712425155659584,-2.109078685297716,3.2895423077523747,7.4793243346718725,4.652501216597552,-3.0412221355672417,2.267555071626116,3.527345380454053,-1.0810547165788653,5.678373268774466,-0.8093162047005,-2.1883721024469915,-8.471678408436764,-1.8020614902654413,3.655700389105798,-1.9727604216627577,0
-2.1868205076706877,5.089481272036234,-1.9183216995931307,2.3090536305533704,-1.95422205199448,-4.161935291876723,3.1047219429145443,-2.2000093574794644,-3.062826149740644,-2.9284471362600035,-1.205369129311266,-0.5903631091951811,5.012477444634414,-1.9105158483791829,0.3198788872276648,0.8452966652612874,0.011370561006966427,-2.44332012049397,3.3940752420184945,-0.5353137083524229,0
1.8602895104415258,5.963993304374892,-0.6091651294213014,-2.074964713745496,-0.27504917314790456,0.05379960255388094,3.0523169682395928,-3.1694205303080185,3.52198503381435,-0.014129878331503476,-1.1036873445018982,-0.9466967172954852,-1.2000562407751687,-3.861507158943263,-0.9408495008150886,0.5741113047872848,-1.3610626589153265,-3.2492312041403424,-1.2762604015433374,-0.0373459443271168,0
0.4042856507021022,-1.1410061385798673,2.144456014318897,-0.7266432345585316,-0.07189505302281685,2.270537915219875,3.572115313410163,-2.962762101821329,-1.3057312650473936,2.743711075940684,3.9250805028246405,-1.666690605585464,-2.503005386488091,-9.456127134637454,-3.094810130042723,1.8179405125865116,1.3279129651905723,-0.612985003171935,-2.8588072878799515,4.912158319518462,0
1.0124140491612277,4.704520441115595,2.0906581573681207,-4.257909220483232,1.0781100613024333,-2.7477567491494277,3.3175431766705277,4.249592658999756,7.4427039423660215,-1.7246535514890424,3.3787673751912264,5.165000252625236,-1.1676619058606588,6.012759984331505,0.7774593743787563,-3.6560894819936283,-4.978363521836475,1.7546194644704216,-0.31468162185562676,-0.567843566492914,0
-1.1674487629011772,2.0544728703933712,5.11828993104359,1.2371426319057304,-4.2287370883272235,-1.955343296265276,5.260637257774057,-0.02697989924656542,-1.9420065086202285,8.879150948507657,5.179408717405333,-4.887542283475852,-4.3625046022342175,-15.886403710480845,-1.0913871017869068,2.628467282116395,6.334962122649914,0.7285509146752622,-3.1750927899233847,-2.7775039234189873,0
1.276588407516292,-4.6389511391376494,-1.2147000777886845,-0.5061115472598492,-0.5532225469260352,2.204423144531475,1.0640986048335195,-2.901722493644681,-0.17194603332784406,0.8691077387433541,1.3752894265850106,-0.6064200178495294,-0.5951708133301001,-2.3188662527002304,0.5344816156272678,0.6548791733339461,2.952554094730961,1.476030141628466,-0.25992521734605345,1.9764414304623679,0
1.7594344469867187,0.9437332291507783,-2.182469965231413,2.091621424934771,-0.4934086203691137,-0.7801195212459053,3.8363234170003375,-7.474927351546305,-7.1620772694592905,-2.352052613016761,-0.583073249030879,-0.8623708046647316,2.904814668625987,-1.0277048190889093,1.0726733497362737,4.669079863837394,7.72285950399503,2.45227181303989,1.1087972615393258,3.4090929816982576,1
-1.314102808959204,5.204705198300993,1.987299077784341,0.29320722044624037,6.795529876895308,-0.3063741145324027,-0.19996684924156694,-2.5271835064906716,-8.334477745723774,-3.4609142630633194,-2.9102227405621743,-0.7066779970517951,-4.737946246785551,4.408817973308559,2.2850384806937494,2.964274490596287,-0.648419544125637,-1.3086542461871613,-0.9303060369505691,1.304567149857058,0
